x y
489.88903 4261.43370
487.72580 4262.13204
486.86105 4262.67973
484.91281 4264.21377
483.85248 4266.05799
485.11958 4264.78228
486.66392 4263.60113
489.03136 4262.13015
490.39376 4262.19161
490.39467 4262.95014
489.34634 4264.22471
488.24124 4265.24666
487.03680 4266.06575
485.64090 4266.74539
486.00484 4268.04961
486.46324 4270.78498
486.84108 4272.11180
485.56765 4273.31502
484.76626 4272.93723
483.77971 4272.14451
482.02926 4272.12116
482.42155 4273.26714
482.67759 4273.70906
480.78744 4274.38162
479.71094 4274.52877
478.51332 4274.40548
478.68473 4274.91975
478.90054 4276.16536
479.06480 4276.67966
477.93166 4276.70980
477.11130 4277.13654
475.55667 4278.26995
476.16776 4278.97247
476.82775 4279.48526
477.59321 4279.77205
478.52778 4279.77851
476.79366 4282.37059
476.16102 4283.82185
475.57989 4285.84644
477.18893 4286.93437
481.65451 4287.88005
484.20419 4289.65359
484.68466 4289.46301
485.00920 4289.06957
485.13609 4288.85711
485.27731 4288.74397
486.25296 4288.58419
487.10157 4288.56471
489.09464 4287.65868
490.31069 4287.26879
491.61222 4287.32601
491.06929 4288.84824
491.92558 4289.44333
492.64042 4290.14250
493.31234 4290.38573
494.04000 4289.59950
494.30225 4290.46624
494.35941 4291.30603
494.25405 4292.24979
494.04284 4293.39231
493.44846 4292.55746
491.70580 4295.67011
491.07781 4296.42484
494.59015 4297.93881
495.12553 4295.55439
496.59509 4295.26464
497.52119 4296.70919
496.42036 4299.51812
497.86118 4299.97816
499.21007 4300.69133
500.33982 4301.55824
501.15870 4302.47945
502.90992 4301.29688
504.77323 4302.47177
505.43563 4304.22415
503.57912 4304.75590
505.01698 4307.73681
505.00913 4308.98305
503.57669 4310.12918
502.08890 4308.80564
501.11554 4308.12814
500.10674 4307.88423
498.49119 4307.85728
498.05388 4308.20506
497.18673 4309.77667
496.74253 4310.12904
495.66326 4309.78639
494.94348 4309.21788
494.30153 4309.10995
493.46298 4310.13107
492.49589 4309.22885
489.52401 4307.48478
488.40178 4307.17479
487.48530 4307.63676
486.14135 4309.67092
484.85151 4310.14289
483.23174 4311.26147
482.43351 4313.81442
482.60887 4316.61360
483.20575 4317.43500

542.58921 4317.43500
538.56272 4314.02614
533.11078 4311.79352
528.35834 4308.49769
527.34207 4304.43689
526.84568 4300.14575
525.26101 4296.46473
522.64879 4293.73011
520.26254 4289.70097
519.85526 4287.37178
522.25143 4284.96682
523.60998 4284.38869
525.63119 4281.81447
527.96817 4274.17846
533.12414 4269.78847
539.24894 4269.21693
549.02519 4269.51167
550.80981 4269.21027
553.46493 4266.66712
554.96603 4260.53853
561.07350 4256.31047
567.89070 4253.22261
568.60811 4251.62015
569.67623 4248.11118
570.42206 4246.44604
574.13719 4243.08734
578.55349 4244.15274
580.56702 4247.85140
581.97589 4251.36381
586.12888 4251.22651
590.33712 4249.40304
593.04633 4249.32204
595.65436 4250.16695
599.22278 4246.27584
601.66808 4240.71455
605.38500 4241.38178

605.38500 4208.66923
593.13620 4208.37376
584.36991 4205.92500

605.38500 4241.38178
601.66808 4240.71455
599.22278 4246.27584
595.65436 4250.16695
593.04633 4249.32204
590.33712 4249.40304
586.12888 4251.22651
581.97589 4251.36381
580.56702 4247.85140
578.55349 4244.15274
574.13719 4243.08734
570.42206 4246.44604
569.67623 4248.11118
568.60811 4251.62015
567.89070 4253.22261
561.07350 4256.31047
554.96603 4260.53853
553.46493 4266.66712
550.80981 4269.21027
549.02519 4269.51167
539.24894 4269.21693
533.12414 4269.78847
527.96817 4274.17846
525.63119 4281.81447
523.60998 4284.38869
522.25143 4284.96682
519.85526 4287.37178
520.26254 4289.70097
522.64879 4293.73011
525.26101 4296.46473
526.84568 4300.14575
527.34207 4304.43689
528.35834 4308.49769
533.11078 4311.79352
538.56272 4314.02614
542.58921 4317.43500

