beta_neg beta_pos gamma_neg gamma_pos
0.28365066 8.5845831 0.0006556156 0.015412917
0.28377326 8.5874808 0.00065587402 0.015434925
0.28386377 8.5930326 0.00065602333 0.015441556
0.28399547 8.6355848 0.00065693551 0.015448161
0.28415169 8.6381705 0.00065712245 0.015458374
0.28432061 8.6491814 0.00065738886 0.015528149
0.28434263 8.6570912 0.00065854643 0.015529666
0.28468873 8.6573154 0.00065865159 0.015537163
0.28470312 8.6673115 0.00065898828 0.015549044
0.28476246 8.7045108 0.00065900387 0.015566491
0.28549425 8.7138203 0.00065904441 0.015588792
0.28569822 8.7276572 0.00066034633 0.015611113
0.28600669 8.7280138 0.00066137783 0.015641854
0.28608507 8.731147 0.000661613 0.015682016
0.28710801 8.7339402 0.00066241035 0.01568232
0.28750122 8.7508579 0.0006628998 0.015708072
0.2876129 8.7532755 0.00066307011 0.015716939
0.28762677 8.7587097 0.000665053 0.015790211
0.28851457 8.7657389 0.00066551599 0.015851204
0.28854068 8.8150786 0.00066554385 0.015932017
0.28859646 8.8177122 0.00066565639 0.015944793
0.28863513 8.8647239 0.00066595346 0.016067342
0.28881787 8.9441409 0.00066659327 0.016082526
0.28884056 8.9447657 0.00066871574 0.016100192
0.28884518 9.0031174 0.00066879037 0.016170173
0.28920247 9.0339872 0.00066900606 0.016218218
0.28936492 9.0380735 0.00066908523 0.016231276
0.28940992 9.0551206 0.00066977736 0.016236021
0.28953455 9.0716975 0.00067036062 0.016300206
0.28982455 9.0875894 0.00067087152 0.016398083
0.29117925 9.1069185 0.00067193825 0.01640722
0.2912298 9.1252614 0.00067219047 0.016409193
0.2912597 9.1255463 0.00067323127 0.016513624
0.29176009 9.1370084 0.00067397519 0.016515064
0.29207329 9.141016 0.00067411999 0.016535976
0.29232286 9.1567384 0.00067425595 0.016546781
0.29232682 9.171781 0.00067438313 0.016608628
0.29244269 9.1767129 0.00067475736 0.016658687
0.29272333 9.1954462 0.00067487147 0.016692687
0.29300529 9.2082509 0.0006751796 0.016726213
0.29319766 9.211986 0.0006756274 0.016776222
0.29348189 9.2120339 0.00067598301 0.016819668
0.29369996 9.2233406 0.00067619103 0.016885538
0.29396712 9.2278064 0.00067655004 0.016908452
0.29411923 9.2413349 0.00067682655 0.016922317
0.29447318 9.2420748 0.00067691351 0.016975679
0.29475651 9.2668512 0.00067829223 0.016988659
0.29481199 9.3197305 0.00067932978 0.017001448
0.29487428 9.33666 0.00067935561 0.017006745
0.29507265 9.3440592 0.00068086472 0.017036629
0.29508455 9.3805375 0.00068120943 0.017062446
0.29516797 9.3821742 0.00068178291 0.017132592
0.29535897 9.3924201 0.00068190995 0.017141809
0.29538745 9.3936798 0.00068259615 0.017150102
