t Tsurf Tprobe theta dTdt dlnR
19.094444 27.741237 28.266587 0.1475304 -0.22198792 0.00052025808
19.133333 27.633659 28.214559 0.14751317 -0.22443834 0.00052567225
19.172222 27.525496 28.161832 0.14749585 -0.22689092 0.00052431313
19.211111 27.416761 28.108564 0.14747844 -0.2293482 0.00053454053
19.25 27.307464 28.0548 0.14746097 -0.23182544 0.00054465614
19.288889 27.197617 28.000496 0.14744341 -0.23444436 0.00055018002
19.327778 27.087232 27.945499 0.14742577 -0.23703727 0.00055559072
19.366667 26.976319 27.889764 0.14740802 -0.23954143 0.00054784756
19.405556 26.86489 27.833541 0.14739021 -0.24190133 0.00055474026
19.444444 26.752957 27.776882 0.14737234 -0.24418088 0.00057101621
19.483333 26.640532 27.719721 0.14735441 -0.24661429 0.00057641785
19.522222 26.527625 27.661897 0.14733639 -0.24910158 0.00058165061
19.561111 26.414249 27.603391 0.14731828 -0.25149714 0.00058379641
19.6 26.300415 27.544367 0.14730012 -0.25376643 0.00058750753
19.638889 26.186136 27.484949 0.1472819 -0.2559993 0.00059245381
19.677778 26.071423 27.425043 0.14726363 -0.25822187 0.00059736362
19.716667 25.956288 27.36449 0.14724528 -0.26043218 0.0006063552
19.755556 25.840742 27.303367 0.14722687 -0.26271191 0.00061124401
19.794444 25.724799 27.241854 0.14720841 -0.26496088 0.0006117931
19.833333 25.60847 27.179836 0.1471899 -0.26706253 0.00061642091
19.872222 25.491766 27.117212 0.14717133 -0.26910619 0.00062080098
19.911111 25.374701 27.054104 0.14715271 -0.27118727 0.00062912605
19.95 25.257285 26.990659 0.14713405 -0.27327762 0.00063458938
19.988889 25.139533 26.926727 0.14711535 -0.27532289 0.00064729781
20.027778 25.021454 26.862183 0.14709658 -0.27744591 0.00064265254
20.066667 24.903063 26.797144 0.14707777 -0.27943716 0.00064300973
20.105556 24.78437 26.731681 0.14705892 -0.28127018 0.00064648921
